match_key,match_date,season,team_home,team_away,venue,match_result_3way,margin,form_win_rate_last3_home,form_win_rate_last5_home,form_win_rate_last10_home,avg_score_last3_home,avg_score_last5_home,avg_score_last10_home,avg_conceded_last3_home,avg_conceded_last5_home,avg_conceded_last10_home,win_streak_home,h2h_win_rate_prior_home,h2h_games_played_prior_home,venue_win_rate_prior_home,rest_days_home,season_win_rate_prior_home,ladder_rank_prior_home,is_interstate_home,is_neutral_venue_home,form_win_rate_last3_away,form_win_rate_last5_away,form_win_rate_last10_away,avg_score_last3_away,avg_score_last5_away,avg_score_last10_away,avg_conceded_last3_away,avg_conceded_last5_away,avg_conceded_last10_away,win_streak_away,h2h_win_rate_prior_away,h2h_games_played_prior_away,venue_win_rate_prior_away,rest_days_away,season_win_rate_prior_away,ladder_rank_prior_away,is_interstate_away,is_neutral_venue_away
1998_11.0_essendon bombers_vs_sydney swans_1998-06-05,1998-06-05,1998,essendon bombers,sydney swans,Melbourne Cricket Ground,HOME_WIN,60,1.0,0.6,0.5,99.66666666666667,91.6,99.2,80.33333333333333,83.4,91.9,3.0,0.52,25.0,0.5276073619631901,6.0,0.5,7.0,0,False,0.3333333333333333,0.4,0.7,88.33333333333333,88.2,107.7,113.0,99.6,95.1,0.0,0.44,25.0,0.25,6.0,0.7,2.0,1,False
1998_11.0_hawthorn hawks_vs_melbourne demons_1998-06-06,1998-06-06,1998,hawthorn hawks,melbourne demons,Waverley Park,AWAY_WIN,-47,0.0,0.2,0.2,87.66666666666667,87.0,92.8,115.33333333333333,98.6,104.3,0.0,0.6896551724137931,29.0,0.7222222222222222,7.0,0.2,14.0,0,False,0.3333333333333333,0.4,0.6,85.33333333333333,77.0,84.5,114.66666666666667,99.2,89.0,0.0,0.3103448275862069,29.0,0.45161290322580644,6.0,0.6,4.0,0,False
1998_11.0_port adelaide power_vs_west coast eagles_1998-06-06,1998-06-06,1998,port adelaide power,west coast eagles,AAMI Stadium,AWAY_WIN,-2,0.3333333333333333,0.6,0.5,64.0,90.6,87.7,77.33333333333333,73.6,82.3,0.0,0.0,1.0,0.5882352941176471,7.0,0.5,8.0,0,False,1.0,0.6,0.5,90.0,92.0,94.1,76.0,85.6,85.8,3.0,1.0,1.0,0.35,8.0,0.5,8.0,1,False
1998_11.0_geelong cats_vs_carlton blues_1998-06-06,1998-06-06,1998,geelong cats,carlton blues,Melbourne Cricket Ground,HOME_WIN,17,0.6666666666666666,0.8,0.5,78.0,80.6,79.0,70.0,70.6,88.3,1.0,0.4444444444444444,27.0,0.4444444444444444,6.0,0.5,8.0,0,False,0.3333333333333333,0.2,0.2,89.66666666666667,82.4,80.3,98.0,111.0,101.7,1.0,0.5555555555555556,27.0,0.45,7.0,0.2,14.0,0,False
1998_11.0_western bulldogs_vs_adelaide crows_1998-06-07,1998-06-07,1998,western bulldogs,adelaide crows,Princes Park,HOME_WIN,67,0.6666666666666666,0.8,0.8,108.0,106.4,108.6,94.66666666666667,91.2,87.5,0.0,0.5833333333333334,12.0,0.0,9.0,0.8,1.0,0,False,0.6666666666666666,0.6,0.5,96.0,93.8,91.0,66.66666666666667,75.4,74.0,2.0,0.4166666666666667,12.0,0.2857142857142857,7.0,0.5,10.0,1,False
1998_11.0_fremantle dockers_vs_brisbane lions_1998-06-07,1998-06-07,1998,fremantle dockers,brisbane lions,Domain Stadium,HOME_WIN,71,0.3333333333333333,0.2,0.4,90.33333333333333,77.6,81.7,95.0,96.0,96.5,0.0,1.0,1.0,0.6111111111111112,7.0,0.4,13.0,0,False,0.0,0.4,0.2,69.0,78.4,85.1,97.66666666666667,85.2,104.0,0.0,0.0,1.0,0.0,8.0,0.2,14.0,0,False
1998_11.0_north melbourne kangaroos_vs_collingwood magpies_1998-06-08,1998-06-08,1998,north melbourne kangaroos,collingwood magpies,Melbourne Cricket Ground,HOME_WIN,29,0.6666666666666666,0.6,0.6,103.66666666666667,100.0,102.5,94.33333333333333,99.2,101.5,0.0,0.4,25.0,0.6363636363636364,8.0,0.6,5.0,0,False,0.3333333333333333,0.4,0.5,97.66666666666667,93.6,97.3,102.0,97.6,98.3,1.0,0.56,25.0,0.5438066465256798,8.0,0.5,10.0,0,False
1998_11.0_st kilda saints_vs_richmond tigers_1998-06-08,1998-06-08,1998,st kilda saints,richmond tigers,Waverley Park,HOME_WIN,27,0.6666666666666666,0.6,0.7,105.33333333333333,103.8,102.0,67.66666666666667,84.2,94.1,1.0,0.52,25.0,0.44,9.0,0.7,2.0,0,False,0.6666666666666666,0.6,0.6,88.0,81.2,86.6,78.0,73.8,85.8,1.0,0.48,25.0,0.34146341463414637,9.0,0.6,5.0,0,False
1998_12.0_west coast eagles_vs_hawthorn hawks_1998-06-12,1998-06-12,1998,west coast eagles,hawthorn hawks,WACA,HOME_WIN,15,1.0,0.8,0.6,78.33333333333333,79.6,89.7,66.33333333333333,72.4,81.0,4.0,0.631578947368421,19.0,0.7692307692307693,6.0,0.5454545454545454,6.0,0,False,0.0,0.2,0.2,79.0,86.4,91.4,109.0,104.0,103.7,0.0,0.3684210526315789,19.0,0.5,6.0,0.18181818181818182,14.0,0,False
1998_12.0_adelaide crows_vs_essendon bombers_1998-06-13,1998-06-13,1998,adelaide crows,essendon bombers,AAMI Stadium,HOME_WIN,2,0.6666666666666666,0.6,0.5,99.0,91.0,93.5,87.66666666666667,85.2,82.2,0.0,0.3333333333333333,12.0,0.5454545454545454,6.0,0.45454545454545453,10.0,0,False,1.0,0.8,0.6,125.0,105.8,106.3,90.33333333333333,84.0,91.6,4.0,0.6666666666666666,12.0,0.2,8.0,0.5454545454545454,7.0,1,False
1998_12.0_melbourne demons_vs_geelong cats_1998-06-13,1998-06-13,1998,melbourne demons,geelong cats,Melbourne Cricket Ground,AWAY_WIN,-95,0.3333333333333333,0.4,0.7,86.33333333333333,84.4,90.1,101.0,101.0,87.6,1.0,0.42857142857142855,28.0,0.47317073170731705,7.0,0.6363636363636364,3.0,0,False,0.6666666666666666,0.8,0.6,79.33333333333333,78.6,77.9,73.0,68.6,83.7,2.0,0.5714285714285714,28.0,0.5648854961832062,7.0,0.5454545454545454,7.0,0,False
1998_12.0_carlton blues_vs_sydney swans_1998-06-13,1998-06-13,1998,carlton blues,sydney swans,Princes Park,HOME_WIN,26,0.3333333333333333,0.2,0.1,82.66666666666667,81.6,79.3,94.0,107.8,103.4,0.0,0.6296296296296297,27.0,0.678082191780822,7.0,0.18181818181818182,14.0,0,False,0.3333333333333333,0.4,0.6,90.0,96.0,105.3,131.33333333333334,115.6,99.4,0.0,0.37037037037037035,27.0,0.2727272727272727,8.0,0.6363636363636364,3.0,1,False
1998_12.0_st kilda saints_vs_collingwood magpies_1998-06-14,1998-06-14,1998,st kilda saints,collingwood magpies,Waverley Park,HOME_WIN,35,0.6666666666666666,0.6,0.7,127.0,107.0,104.8,89.33333333333333,82.4,96.0,2.0,0.32142857142857145,28.0,0.4827586206896552,6.0,0.7272727272727273,2.0,0,False,0.3333333333333333,0.2,0.4,93.0,93.8,94.7,106.0,109.4,102.5,0.0,0.6428571428571429,28.0,0.45588235294117646,6.0,0.45454545454545453,11.0,0,False
1998_12.0_western bulldogs_vs_fremantle dockers_1998-06-14,1998-06-14,1998,western bulldogs,fremantle dockers,Princes Park,HOME_WIN,26,0.6666666666666666,0.8,0.8,114.33333333333333,118.0,112.3,92.0,91.0,89.1,1.0,0.4,5.0,0.5,7.0,0.8181818181818182,1.0,0,False,0.6666666666666666,0.4,0.4,112.66666666666667,89.8,85.4,86.33333333333333,86.8,95.4,1.0,0.6,5.0,0.25,7.0,0.45454545454545453,11.0,1,False
1998_12.0_richmond tigers_vs_north melbourne kangaroos_1998-06-14,1998-06-14,1998,richmond tigers,north melbourne kangaroos,Melbourne Cricket Ground,HOME_WIN,35,0.3333333333333333,0.6,0.5,94.0,93.0,87.3,97.33333333333333,84.0,90.6,0.0,0.32142857142857145,28.0,0.4790575916230366,6.0,0.5454545454545454,8.0,0,False,0.6666666666666666,0.6,0.6,110.66666666666667,104.0,104.8,95.0,98.2,101.1,1.0,0.6785714285714286,28.0,0.5311004784688995,6.0,0.6363636363636364,3.0,0,False
1998_12.0_brisbane lions_vs_port adelaide power_1998-06-14,1998-06-14,1998,brisbane lions,port adelaide power,The Gabba,DRAW,0,0.0,0.2,0.2,62.333333333333336,71.2,82.9,110.0,99.2,104.3,0.0,0.0,2.0,0.6318407960199005,7.0,0.18181818181818182,15.0,0,False,0.3333333333333333,0.4,0.5,67.33333333333333,82.4,81.5,72.33333333333333,73.0,75.6,0.0,0.5,2.0,0.0,8.0,0.45454545454545453,11.0,1,False
1998_13.0_essendon bombers_vs_west coast eagles_1998-06-19,1998-06-19,1998,essendon bombers,west coast eagles,Melbourne Cricket Ground,AWAY_WIN,-11,0.6666666666666666,0.8,0.5,119.66666666666667,113.0,98.7,98.33333333333333,89.8,93.1,0.0,0.6363636363636364,22.0,0.5384615384615384,6.0,0.5,9.0,0,False,1.0,1.0,0.6,97.66666666666667,90.0,90.4,87.66666666666667,78.2,86.2,5.0,0.36363636363636365,22.0,0.2916666666666667,7.0,0.5833333333333334,3.0,1,False
1998_13.0_collingwood magpies_vs_adelaide crows_1998-06-20,1998-06-20,1998,collingwood magpies,adelaide crows,Melbourne Cricket Ground,AWAY_WIN,-9,0.3333333333333333,0.2,0.4,99.33333333333333,94.4,97.3,118.33333333333333,109.8,102.6,0.0,0.8181818181818182,11.0,1.0,6.0,0.4166666666666667,11.0,0,False,0.6666666666666666,0.6,0.5,102.33333333333333,96.8,87.6,106.33333333333333,92.2,85.4,1.0,0.18181818181818182,11.0,0.4444444444444444,7.0,0.5,9.0,1,False
1998_13.0_hawthorn hawks_vs_north melbourne kangaroos_1998-06-20,1998-06-20,1998,hawthorn hawks,north melbourne kangaroos,Waverley Park,HOME_WIN,2,0.0,0.0,0.2,88.33333333333333,88.2,95.5,111.0,117.2,104.8,0.0,0.5862068965517241,29.0,0.696078431372549,8.0,0.16666666666666666,15.0,0,False,0.3333333333333333,0.6,0.6,103.0,105.8,104.0,112.66666666666667,101.4,101.3,0.0,0.3793103448275862,29.0,0.4827586206896552,6.0,0.5833333333333334,4.0,0,False
1998_13.0_geelong cats_vs_brisbane lions_1998-06-20,1998-06-20,1998,geelong cats,brisbane lions,GMHBA Stadium,AWAY_WIN,-26,1.0,0.8,0.6,111.66666666666667,91.0,82.1,66.66666666666667,63.8,80.3,3.0,0.0,1.0,0.8,7.0,0.5833333333333334,4.0,0,False,0.0,0.0,0.2,86.66666666666667,76.0,85.5,118.33333333333333,107.4,103.1,0.0,1.0,1.0,,6.0,0.16666666666666666,15.0,1,False
1998_13.0_port adelaide power_vs_western bulldogs_1998-06-20,1998-06-20,1998,port adelaide power,western bulldogs,AAMI Stadium,HOME_WIN,34,0.0,0.2,0.4,81.66666666666667,74.0,82.6,92.33333333333333,82.4,81.2,0.0,1.0,1.0,0.5979899497487438,6.0,0.4166666666666667,11.0,0,False,0.6666666666666666,0.8,0.8,125.66666666666667,120.2,110.5,99.0,93.6,90.3,2.0,0.0,1.0,0.4,6.0,0.8333333333333334,1.0,1,False
1998_13.0_fremantle dockers_vs_carlton blues_1998-06-21,1998-06-21,1998,fremantle dockers,carlton blues,Domain Stadium,HOME_WIN,8,0.3333333333333333,0.4,0.4,109.66666666666667,97.6,87.6,97.0,91.4,90.9,0.0,0.25,4.0,0.6363636363636364,7.0,0.4166666666666667,12.0,0,False,0.6666666666666666,0.4,0.2,91.33333333333333,86.4,80.9,80.33333333333333,89.6,96.8,1.0,0.75,4.0,0.5,8.0,0.25,14.0,0,False
1998_13.0_sydney swans_vs_richmond tigers_1998-06-21,1998-06-21,1998,sydney swans,richmond tigers,Sydney Cricket Ground,HOME_WIN,11,0.0,0.2,0.5,75.66666666666667,87.8,99.2,138.0,119.8,99.7,0.0,0.48148148148148145,27.0,0.5740181268882175,8.0,0.5833333333333334,4.0,0,False,0.6666666666666666,0.6,0.6,111.33333333333333,100.2,92.0,98.66666666666667,92.6,89.9,1.0,0.5185185185185185,27.0,0.5,7.0,0.5833333333333334,4.0,1,False
1998_13.0_melbourne demons_vs_st kilda saints_1998-06-21,1998-06-21,1998,melbourne demons,st kilda saints,Melbourne Cricket Ground,AWAY_WIN,-85,0.3333333333333333,0.4,0.6,73.66666666666667,83.8,82.2,107.33333333333333,111.0,91.7,0.0,0.5833333333333334,24.0,0.4733009708737864,8.0,0.5833333333333334,4.0,0,False,1.0,0.8,0.8,136.0,114.0,107.2,81.66666666666667,79.0,86.0,3.0,0.4166666666666667,24.0,0.4603174603174603,7.0,0.75,2.0,0,False
1998_14.0_north melbourne kangaroos_vs_essendon bombers_1998-06-26,1998-06-26,1998,north melbourne kangaroos,essendon bombers,Melbourne Cricket Ground,HOME_WIN,18,0.3333333333333333,0.4,0.5,110.0,107.2,105.4,112.66666666666667,105.2,105.8,0.0,0.44,25.0,0.5915492957746479,6.0,0.5384615384615384,5.0,0,False,0.3333333333333333,0.6,0.4,112.66666666666667,110.6,96.0,97.0,92.4,91.6,0.0,0.56,25.0,0.524390243902439,7.0,0.46153846153846156,10.0,0,False
1998_14.0_port adelaide power_vs_geelong cats_1998-06-27,1998-06-27,1998,port adelaide power,geelong cats,AAMI Stadium,HOME_WIN,18,0.3333333333333333,0.4,0.5,83.66666666666667,79.6,83.0,73.0,75.8,75.3,1.0,0.5,2.0,0.5816326530612245,7.0,0.46153846153846156,10.0,0,False,0.6666666666666666,0.6,0.6,100.33333333333333,91.8,84.4,71.66666666666667,74.2,74.9,0.0,0.5,2.0,0.25,7.0,0.5384615384615384,6.0,1,False
1998_14.0_st kilda saints_vs_western bulldogs_1998-06-27,1998-06-27,1998,st kilda saints,western bulldogs,Waverley Park,HOME_WIN,15,1.0,0.8,0.8,127.0,125.0,111.7,78.0,78.4,84.2,4.0,0.3076923076923077,26.0,0.4406779661016949,6.0,0.7692307692307693,1.0,0,False,0.6666666666666666,0.6,0.7,105.33333333333333,100.8,102.5,85.66666666666667,89.0,89.1,0.0,0.6923076923076923,26.0,0.5454545454545454,7.0,0.7692307692307693,1.0,0,False
1998_14.0_carlton blues_vs_hawthorn hawks_1998-06-27,1998-06-27,1998,carlton blues,hawthorn hawks,Princes Park,HOME_WIN,16,0.3333333333333333,0.4,0.2,77.0,83.2,77.9,76.66666666666667,86.4,94.5,0.0,0.46875,32.0,0.691358024691358,6.0,0.23076923076923078,14.0,0,False,0.3333333333333333,0.2,0.3,97.33333333333333,91.8,97.2,117.33333333333333,112.4,105.7,1.0,0.53125,32.0,0.5555555555555556,7.0,0.23076923076923078,14.0,0,False
1998_14.0_richmond tigers_vs_fremantle dockers_1998-06-27,1998-06-27,1998,richmond tigers,fremantle dockers,Melbourne Cricket Ground,HOME_WIN,90,0.3333333333333333,0.4,0.5,109.33333333333333,100.0,90.8,110.33333333333333,97.2,90.4,0.0,0.6,5.0,0.5121951219512195,6.0,0.5384615384615384,6.0,0,False,0.6666666666666666,0.6,0.5,97.66666666666667,102.0,88.5,80.0,89.8,88.3,1.0,0.4,5.0,0.34,6.0,0.46153846153846156,10.0,1,False
1998_14.0_west coast eagles_vs_melbourne demons_1998-06-28,1998-06-28,1998,west coast eagles,melbourne demons,Domain Stadium,AWAY_WIN,-17,1.0,1.0,0.6,87.66666666666667,88.2,89.3,78.33333333333333,75.8,86.7,6.0,0.6818181818181818,22.0,0.6789473684210526,9.0,0.6153846153846154,3.0,0,False,0.3333333333333333,0.2,0.5,68.33333333333333,69.4,76.4,112.66666666666667,114.2,95.7,0.0,0.3181818181818182,22.0,0.25,7.0,0.5384615384615384,7.0,0,False
1998_14.0_sydney swans_vs_adelaide crows_1998-06-28,1998-06-28,1998,sydney swans,adelaide crows,Sydney Cricket Ground,AWAY_WIN,-37,0.3333333333333333,0.4,0.5,92.0,89.2,93.4,117.0,117.0,103.1,1.0,0.45454545454545453,11.0,0.5,7.0,0.6153846153846154,3.0,0,False,0.6666666666666666,0.8,0.6,91.66666666666667,96.8,89.5,110.33333333333333,87.8,84.2,2.0,0.5454545454545454,11.0,0.5,8.0,0.5384615384615384,7.0,1,False
1998_14.0_brisbane lions_vs_collingwood magpies_1998-06-28,1998-06-28,1998,brisbane lions,collingwood magpies,The Gabba,HOME_WIN,52,0.3333333333333333,0.2,0.3,93.0,83.2,87.4,108.0,106.6,101.1,1.0,1.0,1.0,0.6444444444444445,8.0,0.23076923076923078,15.0,0,False,0.0,0.2,0.4,83.0,86.2,95.8,107.33333333333333,102.8,98.6,0.0,0.0,1.0,0.4,8.0,0.38461538461538464,13.0,1,False
1998_15.0_richmond tigers_vs_carlton blues_1998-07-03,1998-07-03,1998,richmond tigers,carlton blues,Melbourne Cricket Ground,HOME_WIN,62,0.6666666666666666,0.6,0.6,121.0,114.0,96.5,83.0,90.6,82.6,1.0,0.25,24.0,0.627906976744186,6.0,0.5714285714285714,3.0,0,False,0.6666666666666666,0.6,0.3,86.66666666666667,86.8,80.1,75.33333333333333,78.6,94.9,1.0,0.75,24.0,0.4605809128630705,6.0,0.2857142857142857,14.0,0,False
1998_15.0_st kilda saints_vs_north melbourne kangaroos_1998-07-04,1998-07-04,1998,st kilda saints,north melbourne kangaroos,Waverley Park,AWAY_WIN,-66,1.0,1.0,0.8,110.33333333333333,124.4,107.5,65.33333333333333,71.8,79.3,5.0,0.4230769230769231,26.0,0.4186046511627907,7.0,0.7857142857142857,1.0,0,False,0.3333333333333333,0.4,0.5,110.33333333333333,109.6,104.4,116.66666666666667,112.2,104.7,1.0,0.5769230769230769,26.0,0.525,8.0,0.5714285714285714,4.0,0,False
1998_15.0_essendon bombers_vs_port adelaide power_1998-07-04,1998-07-04,1998,essendon bombers,port adelaide power,Melbourne Cricket Ground,HOME_WIN,27,0.0,0.4,0.4,95.66666666666667,108.0,99.3,106.0,101.0,94.3,0.0,0.5,2.0,0.5234375,8.0,0.42857142857142855,11.0,0,False,0.6666666666666666,0.4,0.5,95.66666666666667,81.8,84.8,78.33333333333333,77.8,76.2,2.0,0.5,2.0,0.5217391304347826,7.0,0.5,9.0,1,False
1998_15.0_western bulldogs_vs_melbourne demons_1998-07-04,1998-07-04,1998,western bulldogs,melbourne demons,Princes Park,HOME_WIN,18,0.3333333333333333,0.4,0.6,77.66666666666667,97.6,100.3,85.33333333333333,91.4,89.9,0.0,0.5185185185185185,27.0,0.52,7.0,0.7142857142857143,2.0,0,False,0.3333333333333333,0.4,0.5,61.333333333333336,71.8,78.8,115.66666666666667,105.6,96.6,1.0,0.48148148148148145,27.0,0.4838709677419355,6.0,0.5714285714285714,4.0,0,False
1998_15.0_brisbane lions_vs_west coast eagles_1998-07-04,1998-07-04,1998,brisbane lions,west coast eagles,The Gabba,AWAY_WIN,-27,0.6666666666666666,0.4,0.4,121.33333333333333,100.2,88.9,95.33333333333333,103.6,95.7,2.0,0.0,2.0,0.6140350877192983,6.0,0.2857142857142857,14.0,0,False,0.6666666666666666,0.8,0.6,95.0,91.0,87.3,92.0,86.2,84.5,0.0,1.0,2.0,0.75,6.0,0.5714285714285714,4.0,1,False
1998_15.0_adelaide crows_vs_hawthorn hawks_1998-07-05,1998-07-05,1998,adelaide crows,hawthorn hawks,AAMI Stadium,HOME_WIN,33,1.0,0.8,0.7,103.66666666666667,102.0,95.5,87.66666666666667,95.2,85.6,3.0,0.45454545454545453,11.0,0.6574074074074074,7.0,0.5714285714285714,6.0,0,False,0.3333333333333333,0.2,0.3,99.33333333333333,91.0,92.7,109.0,107.4,102.0,0.0,0.5454545454545454,11.0,0.5,8.0,0.21428571428571427,16.0,1,False
1998_15.0_fremantle dockers_vs_sydney swans_1998-07-05,1998-07-05,1998,fremantle dockers,sydney swans,Domain Stadium,AWAY_WIN,-13,0.3333333333333333,0.4,0.4,75.66666666666667,92.0,84.0,111.66666666666667,100.8,95.2,0.0,1.0,5.0,0.5939086294416244,8.0,0.42857142857142855,12.0,0,False,0.3333333333333333,0.2,0.4,87.66666666666667,83.2,90.3,105.0,125.8,105.6,0.0,0.0,5.0,0.0,7.0,0.5714285714285714,6.0,0,False
1998_15.0_collingwood magpies_vs_geelong cats_1998-07-05,1998-07-05,1998,collingwood magpies,geelong cats,Melbourne Cricket Ground,HOME_WIN,10,0.0,0.2,0.3,78.33333333333333,90.2,90.8,110.33333333333333,113.8,103.3,0.0,0.52,25.0,0.5683060109289617,7.0,0.35714285714285715,13.0,0,False,0.3333333333333333,0.6,0.6,98.0,97.6,83.8,81.0,79.4,74.6,0.0,0.48,25.0,0.48148148148148145,8.0,0.5,9.0,0,False
1998_16.0_adelaide crows_vs_carlton blues_1998-07-17,1998-07-17,1998,adelaide crows,carlton blues,AAMI Stadium,AWAY_WIN,-4,1.0,0.8,0.7,90.33333333333333,93.4,93.6,64.0,90.6,83.0,4.0,0.25,12.0,0.5625,12.0,0.6,3.0,0,False,0.3333333333333333,0.4,0.3,76.66666666666667,78.6,80.5,94.66666666666667,87.6,99.3,0.0,0.75,12.0,0.3333333333333333,14.0,0.26666666666666666,14.0,1,False
1998_16.0_western bulldogs_vs_brisbane lions_1998-07-18,1998-07-18,1998,western bulldogs,brisbane lions,Princes Park,HOME_WIN,91,0.3333333333333333,0.6,0.7,64.66666666666667,94.2,100.3,75.0,81.8,86.5,1.0,0.5,2.0,0.3333333333333333,14.0,0.7333333333333333,1.0,0,False,0.6666666666666666,0.4,0.4,96.66666666666667,92.6,85.5,79.66666666666667,96.6,90.9,0.0,0.5,2.0,0.42857142857142855,14.0,0.26666666666666666,15.0,1,False
1998_16.0_melbourne demons_vs_fremantle dockers_1998-07-18,1998-07-18,1998,melbourne demons,fremantle dockers,Melbourne Cricket Ground,HOME_WIN,23,0.3333333333333333,0.4,0.4,67.66666666666667,73.2,75.1,96.33333333333333,100.0,99.6,0.0,0.5,6.0,0.4685714285714286,14.0,0.5333333333333333,8.0,0,False,0.3333333333333333,0.4,0.3,66.66666666666667,83.4,80.5,98.33333333333333,93.4,94.7,0.0,0.5,6.0,0.25,13.0,0.4,12.0,1,False
1998_16.0_hawthorn hawks_vs_collingwood magpies_1998-07-18,1998-07-18,1998,hawthorn hawks,collingwood magpies,Waverley Park,AWAY_WIN,-86,0.3333333333333333,0.2,0.2,75.0,80.6,83.8,90.66666666666667,102.4,100.5,0.0,0.76,25.0,0.7435897435897436,13.0,0.2,16.0,0,False,0.3333333333333333,0.2,0.3,74.66666666666667,80.6,87.1,91.66666666666667,103.6,100.6,1.0,0.24,25.0,0.3902439024390244,13.0,0.4,12.0,0,False
1998_16.0_geelong cats_vs_st kilda saints_1998-07-18,1998-07-18,1998,geelong cats,st kilda saints,GMHBA Stadium,AWAY_WIN,-24,0.0,0.4,0.6,71.33333333333333,87.0,83.8,89.33333333333333,75.4,73.0,0.0,0.7692307692307693,26.0,0.7211155378486056,13.0,0.4666666666666667,9.0,0,False,0.6666666666666666,0.8,0.7,97.66666666666667,109.4,106.6,86.33333333333333,90.2,87.2,0.0,0.23076923076923078,26.0,0.08333333333333333,14.0,0.7333333333333333,1.0,0,False
1998_16.0_sydney swans_vs_port adelaide power_1998-07-19,1998-07-19,1998,sydney swans,port adelaide power,Sydney Cricket Ground,HOME_WIN,34,0.6666666666666666,0.4,0.4,90.33333333333333,89.0,88.6,94.66666666666667,108.8,104.2,1.0,1.0,2.0,0.5766666666666667,14.0,0.6,3.0,0,False,0.6666666666666666,0.4,0.5,81.66666666666667,84.6,87.6,73.33333333333333,80.0,76.8,0.0,0.0,2.0,0.0,15.0,0.4666666666666667,9.0,1,False
1998_16.0_essendon bombers_vs_richmond tigers_1998-07-19,1998-07-19,1998,essendon bombers,richmond tigers,Melbourne Cricket Ground,HOME_WIN,19,0.3333333333333333,0.4,0.5,96.33333333333333,111.0,101.3,97.0,99.8,91.6,1.0,0.7692307692307693,26.0,0.5347985347985348,15.0,0.4666666666666667,9.0,0,False,0.6666666666666666,0.6,0.6,122.66666666666667,121.0,101.1,75.66666666666667,91.2,82.5,2.0,0.19230769230769232,26.0,0.5099337748344371,16.0,0.6,3.0,0,False
1998_16.0_west coast eagles_vs_north melbourne kangaroos_1998-07-19,1998-07-19,1998,west coast eagles,north melbourne kangaroos,Domain Stadium,AWAY_WIN,-14,0.6666666666666666,0.8,0.7,79.33333333333333,83.6,87.8,72.33333333333333,76.0,80.8,1.0,0.45,20.0,0.6844660194174758,15.0,0.6,3.0,0,False,0.6666666666666666,0.6,0.6,128.0,120.4,110.2,100.66666666666667,105.2,102.2,2.0,0.55,20.0,0.35294117647058826,15.0,0.6,3.0,0,False
1998_17.0_fremantle dockers_vs_adelaide crows_1998-07-24,1998-07-24,1998,fremantle dockers,adelaide crows,Domain Stadium,HOME_WIN,1,0.0,0.2,0.3,69.0,75.8,82.8,111.0,104.6,95.7,0.0,0.0,4.0,0.0,6.0,0.375,13.0,0,False,0.6666666666666666,0.8,0.7,97.66666666666667,96.0,93.5,75.66666666666667,80.6,82.9,0.0,1.0,4.0,1.0,7.0,0.5625,5.0,0,False
1998_17.0_collingwood magpies_vs_west coast eagles_1998-07-25,1998-07-25,1998,collingwood magpies,west coast eagles,Victoria Park,AWAY_WIN,-21,0.6666666666666666,0.4,0.3,92.66666666666667,86.0,89.9,78.0,86.0,97.7,2.0,0.35,20.0,0.7159090909090909,7.0,0.4375,10.0,0,False,0.3333333333333333,0.6,0.7,78.33333333333333,88.2,83.9,79.66666666666667,83.8,78.1,0.0,0.6,20.0,0.4,6.0,0.5625,5.0,0,False
1998_17.0_north melbourne kangaroos_vs_melbourne demons_1998-07-25,1998-07-25,1998,north melbourne kangaroos,melbourne demons,Melbourne Cricket Ground,HOME_WIN,65,1.0,0.6,0.6,122.0,114.0,109.0,89.33333333333333,101.8,100.0,3.0,0.5357142857142857,28.0,0.5123456790123457,6.0,0.625,3.0,0,False,0.6666666666666666,0.4,0.4,89.0,71.0,77.7,81.66666666666667,102.6,101.8,1.0,0.4642857142857143,28.0,0.45980707395498394,7.0,0.5625,5.0,0,False
1998_17.0_port adelaide power_vs_hawthorn hawks_1998-07-25,1998-07-25,1998,port adelaide power,hawthorn hawks,AAMI Stadium,HOME_WIN,21,0.3333333333333333,0.4,0.4,85.33333333333333,90.4,86.4,99.66666666666667,92.2,82.6,0.0,0.5,2.0,0.5714285714285714,6.0,0.4375,10.0,0,False,0.0,0.2,0.2,49.666666666666664,74.2,80.3,94.66666666666667,103.8,103.9,0.0,0.5,2.0,0.26666666666666666,7.0,0.1875,16.0,1,False
1998_17.0_carlton blues_vs_western bulldogs_1998-07-25,1998-07-25,1998,carlton blues,western bulldogs,Princes Park,HOME_WIN,80,0.6666666666666666,0.6,0.4,89.0,87.0,84.3,103.0,91.8,99.8,1.0,0.5,26.0,0.6590909090909091,8.0,0.3125,14.0,0,False,0.6666666666666666,0.6,0.7,110.66666666666667,98.6,108.3,79.33333333333333,81.4,86.2,2.0,0.46153846153846156,26.0,0.47058823529411764,7.0,0.75,1.0,0,False
1998_17.0_brisbane lions_vs_sydney swans_1998-07-26,1998-07-26,1998,brisbane lions,sydney swans,The Gabba,AWAY_WIN,-60,0.3333333333333333,0.4,0.3,90.0,99.8,85.5,112.0,107.8,103.5,0.0,0.5,2.0,0.6401515151515151,8.0,0.25,15.0,0,False,0.6666666666666666,0.6,0.5,95.66666666666667,92.6,94.3,92.33333333333333,93.6,104.6,2.0,0.5,2.0,0.0,7.0,0.625,4.0,1,False
